,uniq.Subject,QueryID,n,mean.Perc.Ident,sd.Perc.Ident,uniq.Subject.Type,genus,notes
955,Phaeosphaeriaceae_sp|MG583724|SH1643343.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__unidentified;s__Phaeosphaeriaceae_sp,ASV635,1,98.76,NA,Fungi,NA,
956,Dioszegia_sp|GU328514|SH1609794.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__Dioszegia_sp,ASV636,1,93.478,NA,Fungi,NA,
957,Colletotrichum_cliviae|JX519223|SH2219928.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Glomerellaceae;g__Colletotrichum;s__Colletotrichum_cliviae,ASV637,1,98.605,NA,Fungi,NA,
958,Mycosphaerella_nootherensis|GQ890349|SH1645443.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_nootherensis,ASV638,1,98.551,NA,Fungi,NA,
959,Hyphozyma_roseonigra|EF419969|SH1571889.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Hyphozyma;s__Hyphozyma_roseonigra,ASV639,1,100,NA,Fungi,NA,
960,Leptosphaeria_sp|KC867873|SH1525140.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Leptosphaeria;s__Leptosphaeria_sp,ASV64,1,96.311,NA,Fungi,NA,
961,Capnodiales_sp|GU073011|SH1521440.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__unidentified;g__unidentified;s__Capnodiales_sp,ASV640,1,89.302,NA,Fungi,NA,
962,Ramularia_pratensis|KC867794|SH1577475.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_pratensis,ASV641,1,95.812,NA,Fungi,NA,
963,Stagonosporopsis_astragali|GU237792|SH1920709.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Stagonosporopsis;s__Stagonosporopsis_astragali,ASV642,1,99.435,NA,Fungi,NA,
964,Cryptococcus_sp|KX067803|SH1648404.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_sp,ASV643,1,95.775,NA,Fungi,NA,
965,Paraphoma_sp|KU999072|SH1576186.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Paraphoma;s__Paraphoma_sp,ASV780,1,94.686,NA,Fungi,NA,
966,Dictyosporium_heptasporum|HQ631002|SH1646220.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Dictyosporiaceae;g__Dictyosporium;s__Dictyosporium_heptasporum,ASV645,1,91.96,NA,Fungi,NA,
967,Pleosporales_sp|JX043150|SH1643337.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp,ASV782,1,99.043,NA,Fungi,NA,
968,Rhodosporidiobolus_fluvialis|AY015432|SH1558735.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodosporidiobolus;s__Rhodosporidiobolus_fluvialis,ASV783,1,97.802,NA,Fungi,NA,
969,Mycena_laevigata|UDB023691|SH1542310.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_laevigata,ASV648,1,89.474,NA,Fungi,NA,
970,Rhizoctonia_sp|KM065541|SH1571613.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Rhizoctonia;s__Rhizoctonia_sp,ASV786,1,90.688,NA,Fungi,NA,
971,Bullera_penniseticola|AF444471|SH1570368.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleraceae;g__Bullera;s__Bullera_penniseticola,ASV65,1,100,NA,Fungi,NA,
972,Teratosphaeriaceae_sp|KT833163|SH1570277.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__unidentified;s__Teratosphaeriaceae_sp,ASV788,1,96.585,NA,Fungi,NA,
973,Bipolaris_maydis|AF071325|SH1688436.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris_maydis,ASV652,1,100,NA,Fungi,NA,
974,Mycosphaerella_punctiformis|AY490763|SH2337135.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_punctiformis,ASV653,1,98.052,NA,Fungi,NA,
975,Ustilago_maydis|UDB016255|SH1509412.08FU|refs|k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Ustilago;s__Ustilago_maydis,ASV654,1,99.336,NA,Fungi,NA,
976,Paraconiothyrium_fungicola|KP843498|SH1565674.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraconiothyrium;s__Paraconiothyrium_fungicola,ASV794,1,98.246,NA,Fungi,NA,
977,Alternaria_metachromatica|JQ693660|SH1505864.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica,ASV656,1,98.79,NA,Fungi,NA,
978,Leptospora_rubella|KX463048|SH1595854.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Leptospora;s__Leptospora_rubella,ASV657,1,99.111,NA,Fungi,NA,
979,AY129726.1----AY129727.1----AY129728.1,ASV658,3,96.727,0,Plant,Panicum,
980,AY129726.1----AY129727.1----AY129728.1,ASV659,3,95.273,0,Plant,Panicum,
981,Pleosporales_sp|KF212238|SH1525091.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp,ASV66,1,100,NA,Fungi,NA,
982,Ramichloridium_punctatum|JQ622086|SH1552280.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Ramichloridium;s__Ramichloridium_punctatum,ASV660,1,88.5,NA,Fungi,NA,
983,Stachybotrys_sp|GU721214|SH1557826.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Stachybotrys;s__Stachybotrys_sp,ASV661,1,92.045,NA,Fungi,NA,
984,Phaeococcomyces_sp|KX147591|SH1573474.08FU|reps|k__Fungi;p__Ascomycota;c__Arthoniomycetes;o__Lichenostigmatales;f__Phaeococcomycetaceae;g__Phaeococcomyces;s__Phaeococcomyces_sp,ASV662,1,92.661,NA,Fungi,NA,
985,Psilocybe_sp|GU942331|SH1516055.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Psilocybe;s__Psilocybe_sp,ASV663,1,100,NA,Fungi,NA,
986,Kondoa_sp|KY767667|SH1566866.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Kondoaceae;g__Kondoa;s__Kondoa_sp,ASV803,1,98.678,NA,Fungi,NA,
987,Cyphellophora_vermispora|GU225947|SH1826275.08FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Cyphellophoraceae;g__Cyphellophora;s__Cyphellophora_vermispora,ASV665,1,95.745,NA,Fungi,NA,
988,Corticiaceae_sp|MF070060|SH1518473.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__unidentified;s__Corticiaceae_sp----Corticiaceae_sp|MF070064|SH1518474.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__unidentified;s__Corticiaceae_sp,ASV667,2,93.846,0,Fungi,NA,
989,Idriella_sp|KX514898|SH1649645.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Microdochiaceae;g__Idriella;s__Idriella_sp,ASV668,1,99.51,NA,Fungi,NA,
990,Curvibasidium_cygneicollum|AF444490|SH1651362.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Microbotryomycetes_fam_Incertae_sedis;g__Curvibasidium;s__Curvibasidium_cygneicollum,ASV669,1,97.74,NA,Fungi,NA,
991,Curvularia_lunata|KR815445|SH1548919.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__Curvularia_lunata,ASV670,1,95.6,NA,Fungi,NA,
992,Phaeosphaeriaceae_sp|KX263845|SH1646332.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__unidentified;s__Phaeosphaeriaceae_sp,ASV81,1,96.465,NA,Fungi,NA,
993,Pleosporales_sp|KP990803|SH1612874.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp,ASV672,1,100,NA,Fungi,NA,
994,Zygophiala_sp|KF646711|SH1719088.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Schizothyriaceae;g__Zygophiala;s__Zygophiala_sp,ASV673,1,94.118,NA,Fungi,NA,
995,Erythrobasidium_hasegawianum|AB030352|SH1613459.08FU|refs|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales;f__Erythrobasidiaceae;g__Erythrobasidium;s__Erythrobasidium_hasegawianum,ASV674,1,99.429,NA,Fungi,NA,
996,Setophoma_sp|JQ809679|SH1546727.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Setophoma;s__Setophoma_sp,ASV675,1,93.793,NA,Fungi,NA,
997,Setomelanomma_sp|JX507652|SH1576192.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Setomelanomma;s__Setomelanomma_sp,ASV676,1,96.226,NA,Fungi,NA,
998,Mycosphaerella_punctiformis|AY490763|SH2337135.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_punctiformis,ASV677,1,98.137,NA,Fungi,NA,
999,Anthracocystis_apludae-aristatae|KM357924|SH1509864.08FU|reps|k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Anthracocystis;s__Anthracocystis_apludae-aristatae,ASV678,1,95.971,NA,Fungi,NA,
1000,Pleosporales_sp|KR024721|SH1646326.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp,ASV679,1,98.246,NA,Fungi,NA,
1001,Pyrenophora_tritici-repentis|AM887506|SH1575705.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Pyrenophora;s__Pyrenophora_tritici-repentis,ASV968,1,100,NA,Fungi,NA,
1002,Septoria_cretae|KF251233|SH1645385.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Septoria;s__Septoria_cretae,ASV682,1,97.585,NA,Fungi,NA,
1003,Toxicocladosporium_pseudoveloxum|JF499847|SH1744622.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium_pseudoveloxum,ASV683,1,96.825,NA,Fungi,NA,
1004,Pleosporales_sp|HQ631048|SH1524279.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp,ASV684,1,98.63,NA,Fungi,NA,
1005,Peltaster_fructicola|JN573671|SH1614074.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Dothideomycetes_fam_Incertae_sedis;g__Peltaster;s__Peltaster_fructicola,ASV685,1,98,NA,Fungi,NA,
1006,Leucosporidium_golubevii|AY212987|SH1651372.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;g__Leucosporidium;s__Leucosporidium_golubevii,ASV686,1,99.479,NA,Fungi,NA,
1007,Vishniacozyma_sp|JF495242|SH1528219.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_sp,ASV687,1,100,NA,Fungi,NA,
1008,Biappendiculispora_japonica|LC001728|SH1556704.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Biappendiculispora;s__Biappendiculispora_japonica,ASV689,1,96.875,NA,Fungi,NA,
1009,Coniothyrium_sp|KT581758|SH1554288.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Coniothyriaceae;g__Coniothyrium;s__Coniothyrium_sp,ASV69,1,99.528,NA,Fungi,NA,
1010,Vishniacozyma_heimaeyensis|FJ235996|SH1528212.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_heimaeyensis,ASV690,1,99.419,NA,Fungi,NA,
1011,Keissleriella_poagena|LC014562|SH1564710.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Keissleriella;s__Keissleriella_poagena,ASV691,1,98.985,NA,Fungi,NA,
1012,Sarocladium_implicatum|FN706540|SH1541923.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Sarocladium;s__Sarocladium_implicatum,ASV692,1,99.119,NA,Fungi,NA,
1013,Toxicocladosporium_pseudoveloxum|JF499847|SH1744622.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium_pseudoveloxum,ASV694,1,98.387,NA,Fungi,NA,
1014,Phaeococcomyces_sp|KX147589|SH1573482.08FU|reps|k__Fungi;p__Ascomycota;c__Arthoniomycetes;o__Lichenostigmatales;f__Phaeococcomycetaceae;g__Phaeococcomyces;s__Phaeococcomyces_sp,ASV695,1,91.743,NA,Fungi,NA,
1015,AY129726.1----AY129727.1----AY129728.1,ASV696,3,97.455,0,Plant,Panicum,
1016,Naganishia_albida|KJ706434|SH1557461.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia;s__Naganishia_albida,ASV698,1,96.729,NA,Fungi,NA,
1017,Cyphellophora_vermispora|GU225947|SH1826275.08FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Cyphellophoraceae;g__Cyphellophora;s__Cyphellophora_vermispora,ASV699,1,98.276,NA,Fungi,NA,
1018,Epicoccum_nigrum|FJ426996|SH2232030.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Epicoccum;s__Epicoccum_nigrum,ASV7,1,100,NA,Fungi,NA,
1019,Moesziomyces_aphidis|AF294699|SH1509407.08FU|refs|k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Moesziomyces;s__Moesziomyces_aphidis,ASV70,1,99.617,NA,Fungi,NA,
1020,Vishniacozyma_dimennae|EU852364|SH1544135.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_dimennae,ASV700,1,99.355,NA,Fungi,NA,
1021,Rhodotorula_taiwanensis|GU646862|SH1558733.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__Rhodotorula_taiwanensis,ASV701,1,99.471,NA,Fungi,NA,
1022,Trichomeriaceae_sp|KX348466|SH1597936.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__unidentified;s__Trichomeriaceae_sp,ASV703,1,98.182,NA,Fungi,NA,
1023,Setophaeosphaeria_badalingensis|HQ649995|SH1614499.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Setophaeosphaeria;s__Setophaeosphaeria_badalingensis,ASV705,1,99.32,NA,Fungi,NA,
1024,Saitozyma_sp|JX317879|SH1565601.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma;s__Saitozyma_sp----Saitozyma_sp|HQ832800|SH1565608.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma;s__Saitozyma_sp,ASV707,2,99.291,0,Fungi,NA,
1025,Pleosporales_sp|HQ631048|SH1524279.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp,ASV708,1,97.758,NA,Fungi,NA,
1026,AY129726.1----AY129727.1----AY129728.1,ASV709,3,96.727,0,Plant,Panicum,
1027,AY129726.1----AY129727.1----AY129728.1,ASV71,3,98.545,0,Plant,Panicum,
1028,Peltaster_fructicola|JN573671|SH1614074.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Dothideomycetes_fam_Incertae_sedis;g__Peltaster;s__Peltaster_fructicola,ASV855,1,98.492,NA,Fungi,NA,
1029,Trichomeriaceae_sp|KP174851|SH1597911.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__unidentified;s__Trichomeriaceae_sp,ASV713,1,85.106,NA,Fungi,NA,
1030,Zasmidium_angulare|JQ622088|SH1922877.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Zasmidium;s__Zasmidium_angulare,ASV714,1,98.907,NA,Fungi,NA,
1031,Ramularia_nyssicola|HQ162266|SH1577457.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_nyssicola,ASV715,1,99.441,NA,Fungi,NA,
1032,Mycosphaerellaceae_sp|EU514279|SH1577476.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__unidentified;s__Mycosphaerellaceae_sp,ASV716,1,98.515,NA,Fungi,NA,
1033,Pleosporales_sp|KR093909|SH1646323.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp,ASV717,1,98.844,NA,Fungi,NA,
1034,Papiliotrema_flavescens|AB035046|SH1749681.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_flavescens,ASV719,1,99.281,NA,Fungi,NA,
1035,Gibberella_zeae|AB586992|SH1610160.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;s__Gibberella_zeae,ASV72,1,100,NA,Fungi,NA,
1036,Bulleribasidium_oberjochense|GU327541|SH1542079.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Bulleribasidium;s__Bulleribasidium_oberjochense,ASV721,1,99.225,NA,Fungi,NA,
1037,Periconia_byssoides|MH010316|SH1573185.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia;s__Periconia_byssoides,ASV722,1,98.305,NA,Fungi,NA,
1038,Exidia_glandulosa|KC785574|SH1561143.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Exidia;s__Exidia_glandulosa,ASV724,1,100,NA,Fungi,NA,
1039,Golubevia_pallescens|DQ317636|SH1539624.08FU|refs|k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Golubeviales;f__Golubeviaceae;g__Golubevia;s__Golubevia_pallescens,ASV725,1,84.711,NA,Fungi,NA,
1040,Vishniacozyma_victoriae|AF444469|SH1528207.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_victoriae,ASV87,1,95.092,NA,Fungi,NA,
1041,Fungi_sp|MH019936|SH1523077.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,ASV73,1,100,NA,Fungi,NA,
1042,Dissoconium_sp|JF701607|SH1552281.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Dissoconium;s__Dissoconium_sp,ASV730,1,95.98,NA,Fungi,NA,
1043,Teratosphaeriaceae_sp|KT833169|SH1570285.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__unidentified;s__Teratosphaeriaceae_sp,ASV731,1,100,NA,Fungi,NA,
1044,Paraphaeosphaeria_rosae|MG828935|SH1525478.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__Paraphaeosphaeria_rosae,ASV733,1,95.455,NA,Fungi,NA,
1045,Vishniacozyma_dimennae|EU266559|SH1544133.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_dimennae,ASV734,1,96.815,NA,Fungi,NA,
1046,Alternaria_metachromatica|JQ693660|SH1505864.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica,ASV735,1,97.581,NA,Fungi,NA,
1047,Stagonospora_pseudovitensis|KF251261|SH1525087.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Stagonospora;s__Stagonospora_pseudovitensis,ASV736,1,99.099,NA,Fungi,NA,
1048,Phaeosphaeriaceae_sp|KX263845|SH1646332.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__unidentified;s__Phaeosphaeriaceae_sp,ASV737,1,95.455,NA,Fungi,NA,
1049,Articulospora_sp|GQ996168|SH1648816.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Articulospora;s__Articulospora_sp,ASV738,1,99.502,NA,Fungi,NA,
1050,Phaeosphaeriaceae_sp|GQ851756|SH1646320.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__unidentified;s__Phaeosphaeriaceae_sp,ASV739,1,97.647,NA,Fungi,NA,
1051,Cladosporium_grevilleae|JF770450|SH2320233.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_grevilleae,ASV74,1,100,NA,Fungi,NA,
1052,Talaromyces_euchlorocarpius|AB176617|SH1676308.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces_euchlorocarpius,ASV740,1,97.38,NA,Fungi,NA,
1053,Moesziomyces_aphidis|AF294699|SH1509407.08FU|refs|k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Moesziomyces;s__Moesziomyces_aphidis,ASV742,1,99.234,NA,Fungi,NA,
1054,Setophaeosphaeria_badalingensis|HQ649995|SH1614499.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Setophaeosphaeria;s__Setophaeosphaeria_badalingensis,ASV743,1,98.639,NA,Fungi,NA,
1055,Ascomycota_sp|AY969332|SH1647475.08FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp,ASV744,1,92.84,NA,Fungi,NA,
1056,Symmetrospora_coprosmae|KJ706837|SH1613491.08FU|reps|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora;s__Symmetrospora_coprosmae,ASV745,1,96.569,NA,Fungi,NA,
1057,Phaeococcomyces_sp|KX147591|SH1573474.08FU|reps|k__Fungi;p__Ascomycota;c__Arthoniomycetes;o__Lichenostigmatales;f__Phaeococcomycetaceae;g__Phaeococcomyces;s__Phaeococcomyces_sp,ASV746,1,92.202,NA,Fungi,NA,
1058,Cryptococcus_sp|JX325614|SH1576894.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_sp,ASV748,1,93.75,NA,Fungi,NA,
1059,Tetraplosphaeria_sasicola|AB524807|SH1844357.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Tetraplosphaeriaceae;g__Tetraplosphaeria;s__Tetraplosphaeria_sasicola,ASV749,1,95.673,NA,Fungi,NA,
1060,Paraconiothyrium_fungicola|KP843498|SH1565674.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraconiothyrium;s__Paraconiothyrium_fungicola,ASV895,1,98.678,NA,Fungi,NA,
