"","unique.plot","leaf.type","site","species","Site.Sample.Order","Field.Location","full.id","site.rep","OVT.Variety","variety.rep","OVT.Var.Entry","plot.rep","OVT.plot","Lat.N","Lon.W","plantHt","temp","humid","leaftemp.diff","soilmoist","NPQt","Phi2","PhiNO","PhiNPQ","PAR","Chla","leafthick","Yield","Test.Weight","Ear.Height","Soil.Type","Soil.Texture","Sample_Date","Elev","Precip_90day","LT_90day","HT_90day","MAP","MLT","MHT","LAI.ratio.type","LAI.mean","LAI.sd","LAI.reps","LAI.CV","Notes","Variety","nestSite","nestBlock","nestSiteVar","nestSppSiteVar","Sdiv","Hdiv","Pdiv","CEC","P.soil","K.soil","Ca.soil","Mg.soil","Mn.soil","Zn.soil","Cu.soil","HM_perc","HM_perc_CV","pH"
"117",142,"3rd&4th fully expanded (leaflet)","PASVT","SOY",10,"right2 ,up12","142-PASVT-SOY-V3-P4",2,"S14-15146R",3,835,4,408,36.26217,-76.25212,102,NA,NA,NA,15.35,NA,NA,NA,NA,NA,NA,NA,57.026816,NA,NA,"Gertie silt loam","Silt Loam","7/31/2019",3,352.43,8.8,36.8,1207.4,10.5,21.6,"no external sensor",9.529931023,1.047480955,4,10.99148517,"; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available","S14-15146R","SOY-PASVT","SOY-PASVT-4","PASVT-S14-15146R","SOY-PASVT-S14-15146R",17,1.928472114,0.680666042,9.7,191,305,128040,17460,15,3,3.3,1.4,NA,6.4
"118",143,"3rd&4th fully expanded (leaflet)","PASVT","SOY",11,"right19 ,up15","143-PASVT-SOY-V2-P4",2,"S13-10592C",2,834,4,468,36.26183,-76.25226,108.3,NA,NA,NA,13.41,NA,NA,NA,NA,NA,NA,NA,64.04221241,NA,NA,"Gertie silt loam","Silt Loam","7/31/2019",3,352.43,8.8,36.8,1207.4,10.5,21.6,"no external sensor",6.603584522,0.525725799,4,7.961218596,"; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available","S13-10592C","SOY-PASVT","SOY-PASVT-4","PASVT-S13-10592C","SOY-PASVT-S13-10592C",14,2.314537652,0.877031971,9.6,185,307,128640,17280,15,2.7,3.2,1.47,NA,6.4
"119",144,"3rd&4th fully expanded (leaflet)","PASVT","SOY",12,"right16 ,up16","144-PASVT-SOY-V1-P4",2,"MO4901D GT",1,833,4,474,36.26176,-76.25216,112,NA,NA,NA,10.34,NA,NA,NA,NA,NA,NA,NA,67.60271669,NA,NA,"Gertie silt loam","Silt Loam","7/31/2019",3,352.43,8.8,36.8,1207.4,10.5,21.6,"no external sensor",8.922533858,1.302898747,4,14.60234018,"; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available","MO4901D GT","SOY-PASVT","SOY-PASVT-4","PASVT-MO4901D GT","SOY-PASVT-MO4901D GT",15,2.213164669,0.81725393,9.7,184,297,128040,18624,14,2.8,3.1,1.47,NA,6.5
"120",145,"3rd&4th fully expanded (leaflet)","ROWVT","SOY",1,"right19 ,up1","145-ROWVT-SOY-V1-P1",3,"MO4901D GT",1,833,1,119,35.6917,-80.623,100.3,NA,NA,NA,23.31,NA,NA,NA,NA,NA,NA,NA,73.4200896,NA,NA,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"no external sensor",6.724824941,0.526917305,4,7.835405529,"; High yields, no disease pressure.  Field fertilized with cow manure.  No soil test results available.","MO4901D GT","SOY-ROWVT","SOY-ROWVT-1","ROWVT-MO4901D GT","SOY-ROWVT-MO4901D GT",22,2.431600712,0.786660406,9.8,71,242,109760,34104,320,24.6,6.6,0.22,NA,6.7
"121",146,"3rd&4th fully expanded (leaflet)","ROWVT","SOY",2,"right20 ,up1","146-ROWVT-SOY-V2-P1",3,"S13-10592C",2,834,1,120,35.69171,-80.62305,103.8,NA,NA,NA,24.47,NA,NA,NA,NA,NA,NA,NA,93.42711415,NA,NA,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"no external sensor",6.567780247,0.553416609,4,8.42623517,"; Extremely high yields, no disease pressure.  Field fertilized with cow manure","S13-10592C","SOY-ROWVT","SOY-ROWVT-1","ROWVT-S13-10592C","SOY-ROWVT-S13-10592C",19,2.335376679,0.793148269,9.9,67,229,106920,33264,316,24.6,6.7,0.23,NA,6.8
"122",147,"3rd&4th fully expanded (leaflet)","ROWVT","SOY",3,"right21 ,up1","147-ROWVT-SOY-V3-P1",3,"S14-15146R",3,835,1,121,35.69168,-80.623,96.3,NA,NA,NA,23.92,NA,NA,NA,NA,NA,NA,NA,86.94738223,NA,NA,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"no external sensor",9.322619438,2.253462915,4,24.17199297,"; Extremely high yields, no disease pressure.  Field fertilized with cow manure","S14-15146R","SOY-ROWVT","SOY-ROWVT-1","ROWVT-S14-15146R","SOY-ROWVT-S14-15146R",27,2.57123667,0.780146826,9.8,66,252,109760,34104,305,24.9,6.5,0.22,NA,6.7
"123",148,"3rd&4th fully expanded (leaflet)","ROWVT","SOY",4,"right5 ,up4","148-ROWVT-SOY-V2-P2",3,"S13-10592C",2,834,2,231,35.69191,-80.62265,79.5,NA,NA,NA,24.91,NA,NA,NA,NA,NA,NA,NA,70.67695117,NA,NA,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"no external sensor",4.68535387,0.989193011,4,21.11245039,"; Extremely high yields, no disease pressure.  Field fertilized with cow manure","S13-10592C","SOY-ROWVT","SOY-ROWVT-2","ROWVT-S13-10592C","SOY-ROWVT-S13-10592C",23,2.393565636,0.763377468,9.9,76,233,108900,34452,316,25.1,6.8,0.25,NA,6.8
"124",149,"3rd&4th fully expanded (leaflet)","ROWVT","SOY",5,"right6 ,up4","149-ROWVT-SOY-V3-P2",3,"S14-15146R",3,835,2,230,35.6919,-80.6227,73.8,NA,NA,NA,23.54,NA,NA,NA,NA,NA,NA,NA,73.79278963,NA,NA,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"no external sensor",5.491639124,0.590202389,4,10.74729012,"; Extremely high yields, no disease pressure.  Field fertilized with cow manure","S14-15146R","SOY-ROWVT","SOY-ROWVT-2","ROWVT-S14-15146R","SOY-ROWVT-S14-15146R",34,2.658287045,0.753833032,9.9,73,242,108900,35640,310,25,6.7,0.22,NA,6.7
"125",150,"3rd&4th fully expanded (leaflet)","ROWVT","SOY",6,"right17 ,up5","150-ROWVT-SOY-V1-P2",3,"MO4901D GT",1,833,2,252,35.6917,-80.6226,87.8,NA,NA,NA,22.24,NA,NA,NA,NA,NA,NA,NA,85.67865468,NA,NA,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"no external sensor",6.39007304,0.984677509,4,15.40948755,"; Extremely high yields, no disease pressure.  Field fertilized with cow manure","MO4901D GT","SOY-ROWVT","SOY-ROWVT-2","ROWVT-MO4901D GT","SOY-ROWVT-MO4901D GT",18,2.191358029,0.758157847,9.8,70,252,111720,32928,308,24.6,6.5,0.29,NA,6.7
"126",151,"3rd&4th fully expanded (leaflet)","ROWVT","SOY",7,"right16 ,up7","151-ROWVT-SOY-V1-P3",3,"MO4901D GT",1,833,3,330,35.69169,-80.62243,83.5,NA,NA,NA,23.74,NA,NA,NA,NA,NA,NA,NA,65.50114196,NA,NA,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"no external sensor",8.19524907,0.248961616,4,3.037877355,"; Extremely high yields, no disease pressure.  Field fertilized with cow manure","MO4901D GT","SOY-ROWVT","SOY-ROWVT-3","ROWVT-MO4901D GT","SOY-ROWVT-MO4901D GT",13,2.218318296,0.864858517,9.8,70,242,105840,35280,317,25,6.6,0.21,NA,6.8
"127",152,"3rd&4th fully expanded (leaflet)","ROWVT","SOY",8,"right18 ,up7","152-ROWVT-SOY-V2-P3",3,"S13-10592C",2,834,3,332,35.69166,-80.62244,85.3,NA,NA,NA,21.51,NA,NA,NA,NA,NA,NA,NA,60.53950108,NA,NA,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"no external sensor",5.708502554,1.439419195,4,25.21535519,"; Extremely high yields, no disease pressure.  Field fertilized with cow manure","S13-10592C","SOY-ROWVT","SOY-ROWVT-3","ROWVT-S13-10592C","SOY-ROWVT-S13-10592C",20,2.281616809,0.761622402,9.7,67,254,110580,33756,319,24.3,6.8,0.31,NA,6.7
"128",153,"3rd&4th fully expanded (leaflet)","ROWVT","SOY",9,"right27 ,up8","153-ROWVT-SOY-V3-P3",3,"S14-15146R",3,835,3,344,35.69148,-80.62133,88.8,NA,NA,NA,19.04,NA,NA,NA,NA,NA,NA,NA,74.77368739,NA,NA,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"no external sensor",8.53597668,1.283629277,4,15.03787235,"; Extremely high yields, no disease pressure.  Field fertilized with cow manure","S14-15146R","SOY-ROWVT","SOY-ROWVT-3","ROWVT-S14-15146R","SOY-ROWVT-S14-15146R",23,2.33346708,0.744210296,9.8,67,244,107800,34104,318,24.6,6.7,0.18,NA,6.7
"129",154,"3rd&4th fully expanded (leaflet)","ROWVT","SOY",10,"right18 ,up9","154-ROWVT-SOY-V3-P4",3,"S14-15146R",3,835,4,411,35.69162,-80.62224,77.8,NA,NA,NA,22.52,NA,NA,NA,NA,NA,NA,NA,70.66955432,NA,NA,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"no external sensor",5.671928921,1.29883993,4,22.89943946,"; Extremely high yields, no disease pressure.  Field fertilized with cow manure","S14-15146R","SOY-ROWVT","SOY-ROWVT-4","ROWVT-S14-15146R","SOY-ROWVT-S14-15146R",20,2.309367301,0.770885744,9.8,67,246,109760,34104,314,24.2,6.6,0.21,NA,6.6
"130",155,"3rd&4th fully expanded (leaflet)","ROWVT","SOY",11,"right15 ,up10","155-ROWVT-SOY-V2-P4",3,"S13-10592C",2,834,4,435,35.69165,-80.62209,93.5,NA,NA,NA,19.62,NA,NA,NA,NA,NA,NA,NA,83.01375735,NA,NA,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"no external sensor",5.833610781,1.305195706,4,22.37371937,"; Extremely high yields, no disease pressure.  Field fertilized with cow manure","S13-10592C","SOY-ROWVT","SOY-ROWVT-4","ROWVT-S13-10592C","SOY-ROWVT-S13-10592C",21,2.434762663,0.799719073,9.8,71,252,109760,32928,313,24,6.7,0.16,NA,6.7
"131",156,"3rd&4th fully expanded (leaflet)","ROWVT","SOY",12,"right23 ,up11","156-ROWVT-SOY-V1-P4",3,"MO4901D GT",1,833,4,472,35.69149,-80.62202,89.3,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,87.47990908,NA,NA,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"no external sensor",7.838093611,1.011288881,4,12.9022302,"; Extremely high yields, no disease pressure.  Field fertilized with cow manure","MO4901D GT","SOY-ROWVT","SOY-ROWVT-4","ROWVT-MO4901D GT","SOY-ROWVT-MO4901D GT",28,2.573068701,0.772182107,9.7,67,237,110580,34920,323,24.6,6.7,0.18,NA,6.7
"132",169,"3rd&4th fully expanded (leaflet)","YADVT","SOY",1,"right19 ,up1","169-YADVT-SOY-V1-P1",5,"MO4901D GT",1,833,1,119,36.20227,-80.73409,65.8,NA,NA,NA,14.47,NA,NA,NA,NA,NA,NA,NA,49.12238168,NA,NA,"Clifford sandy clay loam","Sandy Clay Loam","8/2/2019",343,431.26,4.9,33.4,1189.59,7.9,20.5,"no external sensor",3.657530999,0.999539214,4,27.32824997,"; Moderate drought stress, below average yielding location, no disease pressure","MO4901D GT","SOY-YADVT","SOY-YADVT-1","YADVT-MO4901D GT","SOY-YADVT-MO4901D GT",29,2.695548546,0.800508385,10.2,184,252,128520,26928,21,26.1,4.2,0.31,NA,6.3
"133",170,"3rd&4th fully expanded (leaflet)","YADVT","SOY",2,"right20 ,up1","170-YADVT-SOY-V2-P1",5,"S13-10592C",2,834,1,120,36.20225,-80.73409,50.3,NA,NA,NA,15.55,NA,NA,NA,NA,NA,NA,NA,39.83593043,NA,NA,"Clifford sandy clay loam","Sandy Clay Loam","8/2/2019",343,431.26,4.9,33.4,1189.59,7.9,20.5,"no external sensor",2.303000603,0.156536627,4,6.79707276,"; Moderate drought stress, below average yielding location, no disease pressure","S13-10592C","SOY-YADVT","SOY-YADVT-1","YADVT-S13-10592C","SOY-YADVT-S13-10592C",18,2.379296351,0.823180044,10.1,194,242,129280,27876,20,26.1,4.1,0.26,NA,6.3
"134",171,"3rd&4th fully expanded (leaflet)","YADVT","SOY",3,"right21 ,up1","171-YADVT-SOY-V3-P1",5,"S14-15146R",3,835,1,121,36.20224,-80.73412,44.8,NA,NA,NA,14.72,NA,NA,NA,NA,NA,NA,NA,43.060512,NA,NA,"Clifford sandy clay loam","Sandy Clay Loam","8/2/2019",343,431.26,4.9,33.4,1189.59,7.9,20.5,"no external sensor",3.008686883,0.735276899,4,24.43846528,"; Moderate drought stress, below average yielding location, no disease pressure","S14-15146R","SOY-YADVT","SOY-YADVT-1","YADVT-S14-15146R","SOY-YADVT-S14-15146R",35,2.859934069,0.8044034,10.2,175,262,128520,29376,22,25.7,4.1,0.4,NA,6.3
"135",172,"3rd&4th fully expanded (leaflet)","YADVT","SOY",4,"right2 ,up4","172-YADVT-SOY-V3-P2",5,"S14-15146R",3,835,2,234,36.20245,-80.7338,57.3,NA,NA,NA,13.58,NA,NA,NA,NA,NA,NA,NA,63.25359283,NA,NA,"Clifford sandy clay loam","Sandy Clay Loam","8/2/2019",343,431.26,4.9,33.4,1189.59,7.9,20.5,"no external sensor",4.969209126,1.337711469,4,26.92000749,"; Moderate drought stress, below average yielding location, no disease pressure","S14-15146R","SOY-YADVT","SOY-YADVT-2","YADVT-S14-15146R","SOY-YADVT-S14-15146R",31,2.510295584,0.731014833,10.3,191,248,125660,27192,21,25.8,4.1,0.3,NA,6.4
"136",173,"3rd&4th fully expanded (leaflet)","YADVT","SOY",5,"right28 ,up4","173-YADVT-SOY-V2-P2",5,"S13-10592C",2,834,2,208,36.20197,-80.73383,69,NA,NA,NA,14.05,NA,NA,NA,NA,NA,NA,NA,49.71005782,NA,NA,"Clifford sandy clay loam","Sandy Clay Loam","8/2/2019",343,431.26,4.9,33.4,1189.59,7.9,20.5,"no external sensor",4.1979755,0.40607136,4,9.673028338,"; Moderate drought stress, below average yielding location, no disease pressure","S13-10592C","SOY-YADVT","SOY-YADVT-2","YADVT-S13-10592C","SOY-YADVT-S13-10592C",21,2.301229116,0.755858813,10.2,175,254,130560,29376,20,26.4,4.1,0.3,NA,6.3
"137",174,"3rd&4th fully expanded (leaflet)","YADVT","SOY",6,"right9 ,up5","174-YADVT-SOY-V1-P2",5,"MO4901D GT",1,833,2,244,36.20233,-80.73382,73.8,NA,NA,NA,18.46,NA,NA,NA,NA,NA,NA,NA,40.8759029,NA,NA,"Clifford sandy clay loam","Sandy Clay Loam","8/2/2019",343,431.26,4.9,33.4,1189.59,7.9,20.5,"no external sensor",4.016735099,0.360092062,4,8.964794874,"; Moderate drought stress, below average yielding location, no disease pressure","MO4901D GT","SOY-YADVT","SOY-YADVT-2","YADVT-MO4901D GT","SOY-YADVT-MO4901D GT",24,2.437458722,0.766965839,10.3,190,248,131840,27192,20,25.7,4.3,0.28,NA,6.4
"138",175,"3rd&4th fully expanded (leaflet)","YADVT","SOY",7,"right4 ,up6","175-YADVT-SOY-V3-P3",5,"S14-15146R",3,835,3,311,36.20232,-80.73366,60,NA,NA,NA,13.29,NA,NA,NA,NA,NA,NA,NA,53.47743371,NA,NA,"Clifford sandy clay loam","Sandy Clay Loam","8/2/2019",343,431.26,4.9,33.4,1189.59,7.9,20.5,"no external sensor",4.929691118,0.408432102,4,8.28514591,"; Moderate drought stress, below average yielding location, no disease pressure","S14-15146R","SOY-YADVT","SOY-YADVT-3","YADVT-S14-15146R","SOY-YADVT-S14-15146R",37,2.821950402,0.781505,10.1,187,256,125240,25452,21,26.3,4.1,0.25,NA,6.3
"139",176,"3rd&4th fully expanded (leaflet)","YADVT","SOY",8,"right9 ,up8","176-YADVT-SOY-V2-P3",5,"S13-10592C",2,834,3,362,36.20218,-80.73356,58.8,NA,NA,NA,16.97,NA,NA,NA,NA,NA,NA,NA,42.00511829,NA,NA,"Clifford sandy clay loam","Sandy Clay Loam","8/2/2019",343,431.26,4.9,33.4,1189.59,7.9,20.5,"no external sensor",3.158944722,0.319276911,4,10.10707497,"; Moderate drought stress, below average yielding location, no disease pressure","S13-10592C","SOY-YADVT","SOY-YADVT-3","YADVT-S13-10592C","SOY-YADVT-S13-10592C",21,1.88396448,0.618804597,10.2,196,252,128520,26928,20,26,4.1,0.31,NA,6.3
"140",177,"3rd&4th fully expanded (leaflet)","YADVT","SOY",9,"right20 ,up8","177-YADVT-SOY-V1-P3",5,"MO4901D GT",1,833,3,351,36.20193,-80.73349,59,NA,NA,NA,18.34,NA,NA,NA,NA,NA,NA,NA,38.77786637,NA,NA,"Clifford sandy clay loam","Sandy Clay Loam","8/2/2019",343,431.26,4.9,33.4,1189.59,7.9,20.5,"no external sensor",3.647009383,0.57586636,4,15.79009811,"; Moderate drought stress, below average yielding location, no disease pressure","MO4901D GT","SOY-YADVT","SOY-YADVT-3","YADVT-MO4901D GT","SOY-YADVT-MO4901D GT",34,2.533649526,0.718488512,10.2,185,262,128520,26928,20,25.9,4.3,0.26,NA,6.2
"141",178,"3rd&4th fully expanded (leaflet)","YADVT","SOY",10,"right13 ,up9","178-YADVT-SOY-V1-P4",5,"MO4901D GT",1,833,4,406,36.20205,-80.73343,50.5,NA,NA,NA,15.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clifford sandy clay loam","Sandy Clay Loam","8/2/2019",343,431.26,4.9,33.4,1189.59,7.9,20.5,"no external sensor",1.875339761,0.841992429,4,44.89812707,"skimpy plot; Moderate drought stress, below average yielding location, no disease pressure","MO4901D GT","SOY-YADVT","SOY-YADVT-4","YADVT-MO4901D GT","SOY-YADVT-MO4901D GT",27,2.53323382,0.768616264,10.1,176,260,129280,26664,22,26.2,4,0.38,NA,6.3
"142",179,"3rd&4th fully expanded (leaflet)","YADVT","SOY",11,"right13 ,up10","179-YADVT-SOY-V3-P4",5,"S14-15146R",3,835,4,437,36.202,-80.73334,48.8,NA,NA,NA,15.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clifford sandy clay loam","Sandy Clay Loam","8/2/2019",343,431.26,4.9,33.4,1189.59,7.9,20.5,"no external sensor",2.240270864,0.409407108,4,18.27489319,"; Moderate drought stress, below average yielding location, no disease pressure","S14-15146R","SOY-YADVT","SOY-YADVT-4","YADVT-S14-15146R","SOY-YADVT-S14-15146R",41,2.686025199,0.723299602,10.2,182,252,132600,29376,21,25.8,4.3,0.3,NA,6.4
"143",180,"3rd&4th fully expanded (leaflet)","YADVT","SOY",12,"right21 ,up10","180-YADVT-SOY-V2-P4",5,"S13-10592C",2,834,4,429,36.20186,-80.73335,51.8,NA,NA,NA,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clifford sandy clay loam","Sandy Clay Loam","8/2/2019",343,431.26,4.9,33.4,1189.59,7.9,20.5,"no external sensor",2.204260523,0.471455664,4,21.38838213,"; Moderate drought stress, below average yielding location, no disease pressure","S13-10592C","SOY-YADVT","SOY-YADVT-4","YADVT-S13-10592C","SOY-YADVT-S13-10592C",31,2.322685235,0.676381447,10.2,188,258,126480,26928,22,26.6,4.3,0.27,NA,6.3
"144",181,"flag","CCRS","SWCH",1,"longways up 9ft, shortways in 15ft","181-CCRS-SWCH-V_-P_",1,"",NA,NA,1,NA,35.66542,-78.51302,197.5,37.81,48.51,1.78,12.4,4.9,0.41,0.1,0.49,1232.58,55.05,0.453,NA,NA,NA,NA,NA,"8/7/2019",100,339.3,7.3,36,1177.02,9.5,21.8,"no external sensor",13.79332378,1.476106951,2,10.70160445,"; ","Performer","SWCH-CCRS","SWCH-CCRS-1","CCRS-","SWCH-CCRS-",33,2.200435884,0.629323931,NA,NA,NA,NA,NA,NA,NA,NA,0.335,37.58959636851,6.325
"145",182,"flag","CCRS","SWCH",2,"longways up 32ft, shortways in 34ft","182-CCRS-SWCH-V_-P_",1,"",NA,NA,1,NA,35.66541,-78.51295,196,39.97,43.63,1.06,12.09,5.36,0.34,0.1,0.55,1596.77,65.15,0.54,NA,NA,NA,NA,NA,"8/7/2019",100,339.3,7.3,36,1177.02,9.5,21.8,"no external sensor",11.27597147,2.753889124,2,24.42263297,"; ","Performer","SWCH-CCRS","SWCH-CCRS-1","CCRS-","SWCH-CCRS-",49,2.223148836,0.571236251,NA,NA,NA,NA,NA,NA,NA,NA,0.335,37.58959636851,6.325
"146",183,"flag","CCRS","SWCH",3,"longways up 40ft, shortways in 14ft","183-CCRS-SWCH-V_-P_",1,"",NA,NA,1,NA,35.66544,-78.51291,185.8,40.58,42,0.47,11.17,5.56,0.36,0.1,0.54,1314.69,53.23,0.45,NA,NA,NA,NA,NA,"8/7/2019",100,339.3,7.3,36,1177.02,9.5,21.8,"no external sensor",9.533302951,1.699288766,2,17.82476414,"; ","Performer","SWCH-CCRS","SWCH-CCRS-1","CCRS-","SWCH-CCRS-",48,2.070832258,0.534932764,NA,NA,NA,NA,NA,NA,NA,NA,0.335,37.58959636851,6.325
"147",184,"flag","CCRS","SWCH",4,"longways up 43ft, shortways in 53ft","184-CCRS-SWCH-V_-P_",1,"",NA,NA,2,NA,35.66538,-78.51287,199,41.33,40.51,0.14,9.47,4.59,0.44,0.11,0.45,1021.55,52.01,0.497,NA,NA,NA,NA,NA,"8/7/2019",100,339.3,7.3,36,1177.02,9.5,21.8,"no external sensor",10.57626114,0.447416887,2,4.230388051,"; ","Performer","SWCH-CCRS","SWCH-CCRS-2","CCRS-","SWCH-CCRS-",41,1.866698637,0.502669291,NA,NA,NA,NA,NA,NA,NA,NA,0.335,37.58959636851,6.325
"148",185,"flag","CCRS","SWCH",5,"longways up 68ft, shortways in 29ft","185-CCRS-SWCH-V_-P_",1,"",NA,NA,2,NA,35.66542,-78.51283,208,39.58,45.31,-0.5,8.55,5.07,0.44,0.11,0.45,980.55,48.69,0.397,NA,NA,NA,NA,NA,"8/7/2019",100,339.3,7.3,36,1177.02,9.5,21.8,"no external sensor",8.583582846,1.756383713,2,20.46212805,"; ","Performer","SWCH-CCRS","SWCH-CCRS-2","CCRS-","SWCH-CCRS-",42,2.002638062,0.535798577,NA,NA,NA,NA,NA,NA,NA,NA,0.335,37.58959636851,6.325
"149",186,"flag","CCRS","SWCH",6,"longways up 70ft, shortways in 9ft","186-CCRS-SWCH-V_-P_",1,"",NA,NA,2,NA,35.66547,-78.51286,219.5,40.03,42.94,-0.5,8.09,3.45,0.4,0.14,0.45,1102.12,43.94,0.483,NA,NA,NA,NA,NA,"8/7/2019",100,339.3,7.3,36,1177.02,9.5,21.8,"no external sensor",10.77058425,2.640897689,2,24.51953979,"; ","Performer","SWCH-CCRS","SWCH-CCRS-2","CCRS-","SWCH-CCRS-",40,2.124186583,0.575835185,NA,NA,NA,NA,NA,NA,NA,NA,0.335,37.58959636851,6.325
"150",187,"flag","CCRS","SWCH",7,"longways up 85ft, shortways in 24ft","187-CCRS-SWCH-V_-P_",1,"",NA,NA,3,NA,35.66542,-78.51278,193.3,40.85,41.99,-0.28,8.97,3.28,0.47,0.14,0.39,1072.88,54.22,0.49,NA,NA,NA,NA,NA,"8/7/2019",100,339.3,7.3,36,1177.02,9.5,21.8,"no external sensor",8.599221151,4.356528775,2,50.66189947,"; ","Performer","SWCH-CCRS","SWCH-CCRS-3","CCRS-","SWCH-CCRS-",37,2.137535524,0.591964585,NA,NA,NA,NA,NA,NA,NA,NA,0.335,37.58959636851,6.325
"151",188,"flag","CCRS","SWCH",8,"longways up 135ft, shortways in 22ft","188-CCRS-SWCH-V_-P_",1,"",NA,NA,3,NA,35.66548,-78.5126,197.8,40.44,42.59,1.16,11.49,3.54,0.48,0.12,0.39,853.63,42.47,0.393,NA,NA,NA,NA,NA,"8/7/2019",100,339.3,7.3,36,1177.02,9.5,21.8,"no external sensor",9.805436766,2.742122513,2,27.96532759,"; ","Performer","SWCH-CCRS","SWCH-CCRS-3","CCRS-","SWCH-CCRS-",38,1.969589304,0.541455025,NA,NA,NA,NA,NA,NA,NA,NA,0.335,37.58959636851,6.325
"152",189,"flag","CCRS","SWCH",9,"longways up 179ft, shortways in 26ft","189-CCRS-SWCH-V_-P_",1,"",NA,NA,3,NA,35.66549,-78.51246,182.3,40.4,40.16,-0.13,10.24,2.01,0.56,0.15,0.29,489.26,58.37,0.48,NA,NA,NA,NA,NA,"8/7/2019",100,339.3,7.3,36,1177.02,9.5,21.8,"no external sensor",9.164527546,0.361322011,2,3.942614714,"; ","Performer","SWCH-CCRS","SWCH-CCRS-3","CCRS-","SWCH-CCRS-",55,2.507089081,0.625625314,NA,NA,NA,NA,NA,NA,NA,NA,0.335,37.58959636851,6.325
"153",190,"flag","CCRS","SWCH",10,"longways up 184ft, shortways in 48ft","190-CCRS-SWCH-V_-P_",1,"",NA,NA,4,NA,35.66543,-78.51244,231.3,39.54,41.54,-1.48,10.12,2.99,0.5,0.14,0.35,615.4,51.2,0.45,NA,NA,NA,NA,NA,"8/7/2019",100,339.3,7.3,36,1177.02,9.5,21.8,"no external sensor",8.396297826,1.387682131,2,16.52730953,"; ","Performer","SWCH-CCRS","SWCH-CCRS-4","CCRS-","SWCH-CCRS-",37,2.404257087,0.665829893,NA,NA,NA,NA,NA,NA,NA,NA,0.335,37.58959636851,6.325
"154",191,"flag","CCRS","SWCH",11,"longways up 225ft, shortways in 36ft","191-CCRS-SWCH-V_-P_",1,"",NA,NA,4,NA,35.66549,-78.51232,214.5,39.18,41.57,-1.1,12.71,1.74,0.58,0.16,0.26,407.62,52.83,0.4,NA,NA,NA,NA,NA,"8/7/2019",100,339.3,7.3,36,1177.02,9.5,21.8,"no external sensor",8.858490035,0.808351766,2,9.125164256,"; ","Performer","SWCH-CCRS","SWCH-CCRS-4","CCRS-","SWCH-CCRS-",48,2.468737312,0.637718709,NA,NA,NA,NA,NA,NA,NA,NA,0.335,37.58959636851,6.325
"155",192,"flag","CCRS","SWCH",12,"longways up 231ft, shortways in 24ft","192-CCRS-SWCH-V_-P_",1,"",NA,NA,4,NA,35.66553,-78.51231,213.5,39.34,43.88,-0.83,11.36,4.69,0.44,0.11,0.45,925.77,54.29,0.483,NA,NA,NA,NA,NA,"8/7/2019",100,339.3,7.3,36,1177.02,9.5,21.8,"no external sensor",10.57840881,1.203914498,2,11.38086568,"; ","Performer","SWCH-CCRS","SWCH-CCRS-4","CCRS-","SWCH-CCRS-",51,2.153796033,0.547785236,NA,NA,NA,NA,NA,NA,NA,NA,0.335,37.58959636851,6.325
